,Velo,SpinRate,HorzBreak,InducedVertBreak,InPlay
0,0.8299825174825173,0.5621934908604547,0.3247183565275017,0.7855097365406642,0.0
1,0.8415646853146852,0.4097191261703076,0.5950960901259112,0.6809851088201603,0.0
2,0.7838723776223777,0.5684351315202854,0.5864811133200796,0.8937571592210767,1.0
3,0.8347902097902098,0.5555060187249219,0.4486414844267727,0.7843642611683848,0.0
4,0.888986013986014,0.49041462327240304,0.7753479125248508,0.6489117983963344,0.0
5,0.8575174825174827,0.6156932679447169,0.5947647448641484,0.7560137457044673,0.0
6,0.833479020979021,0.3941150245207311,0.7233267064280982,0.7016036655211912,0.0
7,0.7864947552447552,0.4168524297815426,0.27335984095427435,0.7946735395189002,0.0
8,0.7790646853146852,0.3749442710655372,0.8233929754804505,0.47336769759450165,0.0
9,0.8529283216783214,0.3843067320552831,0.5546719681908548,0.6827033218785796,0.0
10,0.7982954545454544,0.4288898796255015,0.6013916500994035,0.595074455899198,1.0
11,0.7694493006993006,0.6023183236736513,0.5241882041086812,0.8671248568155784,0.0
12,0.7757867132867131,0.5693267944716898,0.24055666003976145,0.6446162657502863,0.0
13,0.7945804195804194,0.4529647793134195,0.3535453943008615,0.7454180985108819,0.0
14,0.8444055944055944,0.5118145341061078,0.4685222001325381,0.7709049255441007,0.0
15,0.826048951048951,0.4467231386535889,0.6626905235255136,0.4994272623138602,0.0
16,0.819055944055944,0.5399019170753454,0.5152418820410868,0.7706185567010309,0.0
17,0.839160839160839,0.5960766830138207,0.41020543406229293,0.8015463917525772,0.0
18,0.7685751748251748,0.427552385198395,0.6782637508283631,0.6852806414662085,0.0
19,0.8234265734265735,0.49843958983504233,0.5072895957587806,0.8109965635738831,0.0
20,0.7718531468531469,0.4770396790013375,0.09310801855533465,0.38287514318442145,1.0
21,0.8358828671328669,0.536335265269728,0.4224652087475149,0.6646620847651774,0.0
22,0.8317307692307689,0.8448506464556398,0.5553346587143804,0.754581901489118,0.0
23,0.7541520979020979,0.4293357111012037,0.6534128561961563,0.6572164948453607,0.0
24,0.8929195804195802,0.43067320552831023,0.7783300198807157,0.24914089347079033,0.0
25,0.8531468531468531,0.5349977708426215,0.6600397614314115,0.7465635738831614,0.0
26,0.8487762237762235,0.5078020508247882,0.3899933730947648,0.761168384879725,0.0
27,0.7843094405594406,0.5439144003566652,0.26971504307488403,0.7706185567010309,0.0
28,0.7246503496503498,0.4801604993312527,0.8068257123923128,0.5392325315005727,0.0
29,0.8629807692307694,0.6041016495764602,0.43008614976805837,0.8502290950744559,0.0
30,0.7414772727272727,0.594293357111012,0.6424784625579854,0.6781214203894615,0.0
31,0.8164335664335665,0.5113687026304057,0.6053677932405567,0.838774341351661,0.0
32,0.8273601398601398,0.4012483281319661,0.31776010603048377,0.6721076746849941,1.0
33,0.8048513986013985,0.5247436469014712,0.6872100728959576,0.6890034364261167,0.0
34,0.8085664335664335,0.48417298261257247,0.4960238568588469,0.779495990836197,0.0
35,0.8328234265734265,0.6892554614355773,0.4479787939032472,0.8591065292096218,0.0
36,0.6920891608391606,0.3397235844850647,0.7107355864811133,0.6540664375715921,0.0
37,0.8745629370629373,0.5523851983950068,0.5172299536116634,0.7734822451317296,0.0
38,0.9014423076923077,0.4293357111012037,0.7100728959575878,0.7213631156930125,0.0
39,0.7137237762237763,0.4703522068658047,0.8127899271040424,0.5123138602520045,0.0
40,0.8398164335664335,0.5309852875613017,0.3740888005301524,0.8582474226804123,0.0
41,0.733828671328671,0.4253232278198841,0.6713055003313453,0.4871134020618556,1.0
42,0.8439685314685315,0.4801604993312527,0.6292246520874751,0.5234822451317296,0.0
43,0.7768793706293706,0.6584930896121266,0.22133863485752153,0.7030355097365406,1.0
44,0.7701048951048952,0.516718680338832,0.757455268389662,0.5206185567010309,0.0
45,0.8485576923076923,0.48417298261257247,0.7299536116633532,0.6056701030927834,0.0
46,0.7996066433566431,0.4725813642443156,0.5463883366467859,0.7050400916380297,0.0
47,0.7711975524475523,0.4979937583593401,0.3661365142478462,0.6288659793814433,0.0
48,0.8400349650349652,0.49264378065091396,0.4247846255798542,0.8359106529209621,0.0
49,0.7899912587412585,0.45786892554614356,0.5387673956262425,0.6732531500572737,1.0
50,0.8872377622377623,0.5657601426660721,0.41749502982107356,0.8135738831615119,0.0
51,0.7869318181818181,0.5929558626839055,0.20974155069582506,0.6534936998854524,0.0
52,0.8658216783216781,0.7512260365581809,0.26938369781312127,0.6219931271477662,0.0
53,0.6901223776223775,0.5238519839500668,0.31146454605699136,0.7846506300114547,1.0
54,0.7102272727272725,0.43914400356665173,0.35453943008614974,0.8092783505154638,0.0
55,0.8319493006993006,0.3678109674543023,0.5725646123260437,0.6835624284077891,0.0
56,0.8350087412587415,0.4966562639322336,0.32935719019218024,0.8244558991981672,0.0
57,0.7644230769230769,0.4962104324565314,0.28926441351888665,0.729381443298969,1.0
58,0.7919580419580419,0.4810521622826571,0.8876739562624254,0.4719358533791523,0.0
59,0.8509615384615385,0.4703522068658047,0.6732935719019217,0.6844215349369988,0.0
60,0.7419143356643356,0.517164511814534,0.3475811795891319,0.7786368843069873,0.0
61,0.8310751748251748,0.3325902808738297,0.5742213386348576,0.6165521191294386,0.0
62,0.7974213286713285,0.5153811859117254,0.5417495029821073,0.7448453608247423,0.0
63,0.844624125874126,0.44092732946946056,0.7677269715043074,0.6655211912943871,0.0
64,0.7720716783216781,0.40748996879179666,0.5530152418820411,0.7594501718213057,0.0
65,0.8944493006993006,0.7481052162282658,0.6272365805168987,0.5787514318442153,0.0
66,0.8426573426573427,0.46411056620597413,0.4105367793240557,0.836197021764032,0.0
67,0.8236451048951048,0.35488185465893896,0.32538104705102716,0.631729667812142,1.0
68,0.8028846153846156,0.5434685688809631,0.6805831676607024,0.5847651775486826,1.0
69,0.9138986013986015,0.4538564422648239,0.6626905235255136,0.5592783505154639,0.0
70,0.8159965034965035,0.41328577797592503,0.3694499668654738,0.5632875143184422,0.0
71,0.8184003496503494,0.5947391885867142,0.43870112657389,0.8490836197021764,0.0
72,0.8133741258741256,0.34685688809629955,0.4824387011265739,0.7282359679266894,0.0
73,0.8177447552447552,0.6085599643334818,0.42014579191517565,0.8834478808705613,0.0
74,0.8120629370629373,0.4797146678555506,0.764082173624917,0.5123138602520045,0.0
75,0.8236451048951048,0.4115024520731163,0.7372432074221338,0.6254295532646048,0.0
76,0.7993881118881119,0.5581810075791351,0.26474486414844267,0.8081328751431843,0.0
77,0.785839160839161,0.5470352206865805,0.3008614976805832,0.9183848797250858,0.0
78,0.7998251748251748,0.35621934908604547,0.7630881378396288,0.46706758304696444,0.0
